Organisation_Code,Legal Name,Business Name(s),Is RTO,Status,Registration Manager,Legal Authority,Initial Registration Date,Registration Start Date,Registration End Date,Registration End Reason,Head Office Physical Address,Head Office Location State,Latitude,Longitude,VET Org Role,RTO Type,ABN,ACN,URL,CEO Contact Name,CEO Email,CEO Mobile,CEO Phone,Public Enquiries Contact Name,Public Enquiries Contact Role Job Title,Public Enquiries Group Name,Public Enquiries Organisation,Public Enquiries Email,Public Enquiries Mobile,Public Enquiries Phone,Registration Enquiries Contact Name,Registration Enquiries Contact Role Job Title,Registration Enquiries Email,Registration Enquiries Mobile,Registration Enquiries Phone,NSW Delivery Approved,VIC Delivery Approved,QLD Delivery Approved,SA Delivery Approved,WA Delivery Approved,TAS Delivery Approved,NT Delivery Approved,ACT Delivery Approved,International Delivery Approved,Current Restriction/Regulatory Decision
30459,Yeppoon State High School,Yeppoon State High School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,1/01/2023,31/12/2028,,"RAWLINGS ST, Yeppoon, QLD, 4703",Queensland,-23.13503,150.7368,,School - Government,57019775237,,http://www.yeppoonshs.eq.edu.au/,Mr James O'Neil,jonei12@eq.edu.au,417743912,749251382,Mr. Brian Robert Gordon Fisher,Public enquiries,,Yeppoon State High School,bfish19@eq.edu.au,427431120,749251382,Mr. Brian Robert Gordon Fisher,Registration enquiries,bfish19@eq.edu.au,427431120,749251382,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30460,Yeronga State High School,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,1/01/2025,31/12/2030,,"159 Villa Street, Yeronga, QLD, 4104",Queensland,-27.5176,153.02223,,School - Government,74063722431,,http://www.yerongashs.eq.edu.au/,Ms Phuong Truong,ptruo7@eq.edu.au,,732491400,Mr. Domini Roblin,Public enquiries,,Yeronga State High School,drobl1@eq.edu.au,(07)32491443,(07)32491443,Mr. Domini Roblin,Registration enquiries,drobl1@eq.edu.au,(07)32491443,(07)32491443,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30464,CORINDA STATE HIGH SCHOOL,Corinda State High School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,1/01/2023,31/12/2028,,"46 Pratten St, CORINDA, QLD, 4075",Queensland,-27.5461,152.98797,,School - Government,79679210279,,http://www.corindashs.eq.edu.au,Mr Ross Bailey,rbail48@eq.edu.au,,733790222,Mr Andrew Noble,Deputy Principal,,CORINDA STATE HIGH SCHOOL,anobl10@eq.edu.au,,754619400,Karina Doolan,Registration enquiries,kdool48@eq.edu.au,733790222,733790222,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30473,THE MASTER PLUMBERS ASSN OF QLD UNION OF EMPLOYERS,MASTER PLUMBERS' ASSOCIATION OF QUEENSLAND;MPAQ,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/02/2001,26/02/2023,25/02/2030,,"Unit 11, 243 Bradman Street, Acacia Ridge, QLD, 4110",Queensland,-27.58796,153.03681,,Industry Association,88820301638,,http://mpaq.com.au,Mr. Ernst Kretschmer,ernie.kretschmer@mpaq.com.au,418780351,732730800,Ms. Tracy Bob,Training Services Manager,,THE MASTER PLUMBERS ASSN OF QLD UNION OF EMPLOYERS,tracy.bob@mpaq.com.au,459904610,732730800,Ms. Tracy Bob,Training Services Manager,tracy.bob@mpaq.com.au,459904610,732730800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30474,Toowoomba State High School,Toowoomba State High School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,1/01/2023,31/12/2028,,"76-98 Stuart Street, Toowoomba, QLD, 4350",Queensland,-27.546,151.96577,,School - Government,20890125574,,http://www.toowoombshs.eq.edu.au,Ms. Therese Sippel,txsip0@eq.edu.au,,746371371,Ms Marilla Reid,VET General Enquiries,,Toowoomba State High School,mxrei3@eq.edu.au,746371371,746371371,Mrs Yvonne Bidgood,VET Registration Enquiries,ybidg1@eq.edu.au,,746371371,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30477,Industry Training Qld Pty Ltd,INDUSTRY TRAINING QLD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,3/01/2001,16/05/2023,15/05/2030,,"51-55  Toll Street
Webb Industrial Estate, Bohle, QLD, 4818",Queensland,-19.25353,146.73936,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,34087239370,87239370,http://www.itq.net.au,Mr Michael James,michael.james@itq.net.au,491946836,491946836,,,Administration,Industry Training Qld Pty Ltd,admin@itq.net.au,,747744144,Mr Timothy Fleming,Training Manager,tim.fleming@itq.net.au,,447127852,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30480,Windaroo Valley State High School,Windaroo Valley State High School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,1/07/2021,30/06/2028,,"240 Beenleigh-Beaudesert Rd, Windaroo, QLD, 4207",Queensland,-27.73969,153.1888,,School - Government,99828329457,,http://www.wvhigh.eq.edu.au,Ms Tracey Hopper,thopp2@eq.edu.au,738042333,738042333,Mrs Shawtima Rakovsky,Public enquiries,,Windaroo Valley State High School,smclo18@eq.edu.au,,401246326,Mrs Shawtima Rakovsky,Registration enquiries,smclo18@eq.edu.au,,401246326,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30484,Stanthorpe State High School,Stanthorpe State High School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,1/01/2025,31/12/2030,,"2 McGlew Street, Stanthorpe, QLD, 4380",Queensland,-28.64436,151.93076,,School - Government,69176494200,,http://www.stanthorshs.eq.edu.au,Mr Justin Kuskie,jkusk5@eq.edu.au,,(07)46815888,Mr Jonathon Bushby,Deputy Principal,,Stanthorpe State High School,jbush48@eq.edu.au,,746815888,Mr Jonathon Bushby,RTO Manager,jbush48@eq.edu.au,,746815888,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30486,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,13/08/2021,31/12/2027,,"KENT ST, Kingaroy, QLD, 4610",Queensland,-26.53594,151.84047,,School - Catholic,49991006857,,http://www.sbcc.qld.edu.au,Ms Carmel O'Brien,cajobrien@bne.catholic.edu.au,,741600900,Mrs Shirley Kerkow,Public enquiries,,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane,skerkow@bne.catholic.edu.au,,(07)41600900,Mrs Mandy Sullivan,Registration enquiries,msullivan@bne.catholic.edu.au,,741600900,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30490,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,1/01/2024,31/12/2029,,"Jondique Avenue, Merrimac, QLD, 4226",Queensland,-28.04496,153.36528,,School - Catholic,49991006857,,http://www.stmichaels.qld.edu.au,Mr Anthony Elmore,aelmore@stmichaels.qld.edu.au,,(07)55302722,Ms. Olivija Komadina,VET Coordinator,,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane,okomadina@stmichaels.qld.edu.au,(07)55302722,(07)55302722,Ms. Olivija Komadina,RTO Manager,okomadina@stmichaels.qld.edu.au,(07)55302722,(07)55302722,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30496,Tropical North Learning Academy - Smithfield State High School,Tropical North Learning Academy - Smithfield State High School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,7/03/2024,31/12/2030,,"O'Brien Road, Smithfield, QLD, 4878",Queensland,-16.81638,145.69956,,School - Government,14208891236,,http://www.smithfieldshs.eq.edu.au,Mr Frank Brunetto,principal@smithfieldshs.eq.edu.au,740584333,740584333,Mrs Alison Kaggelis,Deputy Principal,,Tropical North Learning Academy - Smithfield State High School,dprincipal@smithfieldshs.eq.edu.au,,740584333,Ms. Claire Denzin,RTO Manager,cdenz1@eq.edu.au,(07)40584368,(07)40584368,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30501,Board of Trustees of the Rockhampton Grammar School,The Rockhampton Grammar School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,1/01/2022,31/12/2027,,"ARCHER ST, Rockhampton City, QLD, 4700",Queensland,-23.3847,150.49507,,School - Independent,71055702035,,http://www.rgs.qld.edu.au,Dr Phillip Moulds,headmaster@rgs.qld.edu.au,,749360600,Ms Larissa Burnett,Public Enquiries,,Board of Trustees of the Rockhampton Grammar School,lburnett@rgs.qld.edu.au,,749360660,Ms Larissa Burnett,Registration Enquiries,lburnett@rgs.qld.edu.au,,749360660,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30502,Scots PGC College,The Scots PGC College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,1/01/2024,31/12/2029,,"60 Oxenham St, Warwick, QLD, 4370",Queensland,-28.21234,152.04891,,School - Independent,38964145156,,http://www.scotspgc.qld.edu.au,Mr Kyle Thompson,kyle.thompson@scotspgc.com.au,,746669811,Mrs Melissa Bellingham,VET Co-ordinator,,Scots PGC College,melissa.bellingham@scotspgc.com.au,,746669851,Mrs Melissa Bellingham,VET Co-ordinator,melissa.bellingham@scotspgc.com.au,,746669851,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30506,The Corporation of the Synod of the Diocese of Brisbane Trading as West Moreton Anglican College,West Moreton Anglican College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,4/12/2022,31/12/2028,,"373 Ann St, Brisbane, QLD, 4001",Queensland,-27.46419,153.02956,,School - Independent,28410978058,,http://www.wmac.com.au/,Mr Andrew Peach,apeach@wmac.com.au,,738134555,Mr Robert Noble,Head of Vocational Education,,The Corporation of the Synod of the Diocese of Brisbane Trading as West Moreton Anglican College,rnoble@wmac.com.au,418887348,738134519,Mr Robert Noble,Head of Vocational Education,rnoble@wmac.com.au,418887348,738134519,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30507,Trinity Lutheran College,Trinity Lutheran College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,5/12/2024,31/12/2030,,"641 Ashmore Road, Molendinar, QLD, 4214",Queensland,-27.97889,153.36247,,School - Independent,55149408519,,http://www.tlc.qld.edu.au,Mrs Tsae Wong,tsae.wong@tlc.qld.edu.au,,755568200,Mr Matthew Qualischefski,"Head of Campus, Years 6-12",,Trinity Lutheran College,matthew.qualischefski@tlc.qld.edu.au,,(07)55568200,Mr. Marc Nel,RTO Manager,Marc.Nel@tlc.qld.edu.au,55568200,55568200,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30510,Centenary State High School,Centenary State High School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,12/06/2018,31/12/2025,,"1 Moolanda St, Jindalee, QLD, 4074",Queensland,-27.53763,152.94006,,School - Government,89313963531,,http://www.centenaryshs.eq.edu.au,Mr Ross McNichol,rmcni1@eq.edu.au,,733734555,Mrs Susanne Hemphill,General Enquiries Officer,,Centenary State High School,shemp3@eq.edu.au,,(07)33734552,Ms Amiee Nolan,Registration Enquiries,axnol0@eq.edu.au,733734555,733734555,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30511,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,1/01/2023,31/12/2028,,"182-204 California Creek Road, Cornubia, QLD, 4130",Queensland,-27.66534,153.20338,,School - Catholic,49991006857,,,Mr Damian Bottaccio,dbottaccio@bne.catholic.edu.au,,(07)32090700,Mrs Mala Nair,VET Coordinator,,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane,mnair@bne.catholic.edu.au,732090700,732090700,Mrs Mala Nair,VET Coordinator,mnair@bne.catholic.edu.au,732090700,732090700,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30519,Northside Christian College,Northside Christian College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,7/06/2021,6/12/2025,,"151 Flockton St, Everton Park, QLD, 4053",Queensland,-27.3943,152.99056,,School - Independent,25057964379,57964379,http://www.northside.org.au/college,Mr Leighton Kuss,principal@northside.org.au,,733531266,Mr Stewart Smith,Head of Senior School,,Northside Christian College,stewart.smith@northside.qld.edu.au,,(07)33531266,Mr Scott Murchie,RTO Manager,smurchie@northside.org.au,422398565,733531266,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30527,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,7/03/2022,31/12/2027,,"Scott Street, Beenleigh, QLD, 4207",Queensland,-27.71018,153.19758,,School - Catholic,49991006857,,http://www.trinitycollege.qld.edu.au,Allison Elcoate,aelcoate@bne.catholic.edu.au,734425222,734425222,Miss Tara Flynn,Public Enquiries,,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane,tara.flynn@catholic.edu.au,,734425222,Tara Flynn,Registration Enquiries,tara.flynn@bne.catholic.edu.au,734425222,734425222,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30528,The Corporation of the Synod of the Diocese of Brisbane Trading as The Glennie School,The Glennie School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,5/12/2024,31/12/2030,,"246A Herries Street, Toowoomba, QLD, 4350",Queensland,-27.56299,151.93785,,School - Independent,49734380233,,http://www.ascqld.org.au,Mrs Emma Jayne Lowry,lowrye@glennie.qld.edu.au,,746888888,Ms. Angela Stafford,Public Enquiries,,The Corporation of the Synod of the Diocese of Brisbane Trading as The Glennie School,stafforda@glennie.qld.edu.au,(07)46888888,(07)46888888,Ms. Angela Stafford,Registration Enquiries,stafforda@glennie.qld.edu.au,(07)46888888,(07)46888888,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30547,Australian Security Academy Pty Ltd,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/04/2001,15/08/2023,14/08/2026,,"4731 THE PARKWAY, Hope Island, QLD, 4212",Queensland,-27.857,153.37201,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,94120303326,120303326,http://www.australiansecurityacademy.com.au,Mr. Michael Evans,mike.evans@australiansecurityacademy.edu.au,407593881,407593881,Mr. Michael Evans,CEO,,Australian Security Academy Pty Ltd,mike.evans@australiansecurityacademy.edu.au,407593881,407593881,Mr. Michael Evans,CEO,mike.evans@australiansecurityacademy.edu.au,407593881,407593881,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30548,SU Australia Ministries Limited,Scripture Union Australia Ministries;Scripture Union Queensland;SU INSTITUTE OF TRAINING,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,31/12/2022,30/12/2029,,"126 BARRY PDE, Fortitude Valley, QLD, 4006",Queensland,-27.45935,153.03055,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,74009669569,9669569,http://www.training.suqld.org.au,Alison Hunter,alanna.sorrensen@su.org.au,,404802012,,,Training Staff,SU Australia Ministries Limited,training@suqld.org.au,,731126444,Mrs. Alanna Sorrensen,Vocational Training Delivery Manager,alannas@suqld.org.au,,731126448,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30554,The Roman Catholic Trust Corporation for the Diocese of Cairns,Good Counsel College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,5/12/2021,31/12/2027,,"66 Owen Street, Innisfail, QLD, 4860",Queensland,-17.52141,146.02815,,School - Catholic,42498340094,,http://www.gcc.qld.edu.au,Mrs Elizabeth Sutton,esutton@cns.catholic.edu.au,,(07)40635300,Mrs. Marcelle Foster,RTO  Manager,,The Roman Catholic Trust Corporation for the Diocese of Cairns,mfoster@gcc.qld.edu.au,740635300,740635300,Mrs. Marcelle Foster,RTO Manager,mfoster@gcc.qld.edu.au,740635300,740635300,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30556,Cooktown State School,Cooktown State School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,1/01/2024,31/12/2029,,"Cnr May & Charles Streets, Cooktown, QLD, 4895",Queensland,-15.47297,145.25295,,School - Government,47174408598,,http://www.cooktownss.eq.edu.au,Mrs Leanne Rayner,lrayn10@eq.edu.au,,740820222,Mr. Duncan Inglis,Deputy Principal,,Cooktown State School,dging0@eq.edu.au,487925206,40820222,Mr. Duncan Inglis,RTO Manager,dging0@eq.edu.au,487925206,40820222,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30566,Redlands College Ltd,Redlands College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,1/01/2023,31/12/2028,,"38 Anson Road, Wellington Point, QLD, 4160",Queensland,-27.49229,153.23486,,School - Independent,66822314686,,http://www.redlands.qld.edu.au/,Mr. Andrew Johnson,principal@redlands.qld.edu.au,732860222,732860222,Mrs Kelly Corr,VET Registration Enquiries,,Redlands College Ltd,kCorr@redlands.qld.edu.au,,732860565,Mrs Kelly Corr,VET General Enquiries,kCorr@redlands.qld.edu.au,,732860565,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30572,Christian Outreach Centre trading as Citipointe Christian College,Citipointe Christian College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,5/12/2021,31/12/2027,,"322 WECKER RD, Carindale, QLD, 4152",Queensland,-27.53334,153.11294,,School - Independent,15072238554,,http://citipointe.qld.edu.au,Mrs Ruth Gravestein,ruthg@citipointe.qld.edu.au,,733475899,Mrs Judith Calero,Head of Vocational Education,,Christian Outreach Centre trading as Citipointe Christian College,lupitac@citipointe.qld.edu.au,401346488,733475933,Mrs Judith Calero,Head of Vocational Education,lupitac@citipointe.qld.edu.au,401346488,733475933,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30574,Suncoast Christian College,Suncoast Christian College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,24/12/2022,23/12/2028,,"Schubert Road, Woombye, QLD, 4559",Queensland,-26.66604,152.97367,,School - Independent,72157669672,,http://suncoastcc.qld.edu.au,Mr Gregory Mattiske,principal@suncoastcc.qld.edu.au,,(07)54513600,Mr Ken Bowden,RTO Manager,,Suncoast Christian College,kbowden@suncoastcc.qld.edu.au,,(07)54513600,Mr Ken Bowden,RTO Manager,kbowden@suncoastcc.qld.edu.au,,(07)54513600,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30575,Nambour Christian College Ltd,Nambour Christian College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,5/12/2023,31/12/2029,,"2 MCKENZIE RD, Woombye, QLD, 4559",Queensland,-26.64579,152.96013,,School - Independent,89106434511,106434511,,Mr Geoff van der Vliet,principal@ncc.qld.edu.au,419669839,754513333,Mrs. Amie McDonald,VET Registration Enquiries,,Nambour Christian College Ltd,Amie.mcdpmald@ncc.qld.edu.au,,754513361,Mrs. Amie McDonald,VET General Enquiries,Amie.mcdpmald@ncc.qld.edu.au,,754513361,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30579,Northern Beaches State High School,Northern Beaches State High School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,3/12/2024,31/12/2030,,"Meranti Street, Deeragun, QLD, 4818",Queensland,-19.24726,146.67403,,School - Government,35538740152,,http://nthnbchsshs.eq.edu.au,Mr Joel Muller,jmull140@eq.edu.au,,747517111,Mr Deon Stripp,Deputy Principal Senior,,Northern Beaches State High School,dstri22@eq.edu.au,,(07)47517111,Miss Lara Michelle Rice,VET Registration Enquiries,lxric7@eq.edu.au,,747517111,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30583,Christian Outreach Centre,,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,1/01/1998,2/10/2024,31/12/2030,,"173 Old Maryborough Road, Gympie, QLD, 4570",Queensland,-26.16146,152.66347,,School - Independent,79400419737,,http://www.victorycollege.com.au,Mr. Alwyn Prinsloo,head.college@victorycollege.com,,754828206,Malcolm Van Renen,VET General Enquiries,,Christian Outreach Centre,m.vanrenen@victorycollege.com,,754828206,Malcolm Van Renen,VET Registration Enquiries,m.vanrenen@victorycollege.com,,754828206,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
